response,contrast,Map_type,Recombination,H2,Repulsion,Matrix,estimate,SE,df,z.ratio,p.value
genetic gain,2 - 200,Chr,20X,2,3,CV,0.625129936105965,0.0685167863192252,Inf,9.1237486415874,7.2569753384546e-20
genetic gain,2 - 200,Peri,20X,2,3,CV,0.367429618596672,0.0685167863192271,Inf,5.36262189654923,8.2022580555599e-08
genetic gain,2 - 200,WT,20X,2,3,CV,0.218458664662278,0.068516786319228,Inf,3.1883962514595,0.00143064338529355
genetic gain,2 - 200,Chr,2X,2,3,CV,0.228952158000221,0.0685167863192265,Inf,3.34154840440866,0.000833124885108012
genetic gain,2 - 200,Peri,2X,2,3,CV,0.23781342366593,0.0685167863192275,Inf,3.47087825394977,0.000518759142133645
genetic gain,2 - 200,WT,2X,2,3,CV,0.380358873132914,0.0685167863192273,Inf,5.55132389544337,2.83514231051299e-08
genetic gain,2 - 200,Chr,20X,8,3,CV,-0.894397615893462,0.0685167863192276,Inf,-13.053700617632,6.05340444753921e-39
genetic gain,2 - 200,Peri,20X,8,3,CV,-0.993260515503086,0.0685167863192275,Inf,-14.4966010354802,1.27299178398262e-47
genetic gain,2 - 200,WT,20X,8,3,CV,-0.766974338333776,0.0685167863192277,Inf,-11.1939625241668,4.36481594568873e-29
genetic gain,2 - 200,Chr,2X,8,3,CV,-0.864913225237968,0.0685167863192273,Inf,-12.6233770102445,1.56943869884416e-36
genetic gain,2 - 200,Peri,2X,8,3,CV,-0.807830146569877,0.0685167863192274,Inf,-11.790251556839,4.3823011573277e-32
genetic gain,2 - 200,WT,2X,8,3,CV,-0.815025072977594,0.0685167863192274,Inf,-11.8952612456209,1.25260440760146e-32
genetic gain,2 - 200,Chr,20X,2,4,CV,0.672631479693595,0.0685167863192275,Inf,9.81703193958527,9.51023889307729e-23
genetic gain,2 - 200,Peri,20X,2,4,CV,0.487402535295967,0.0685167863192275,Inf,7.11362224470225,1.13036273170728e-12
genetic gain,2 - 200,WT,20X,2,4,CV,0.540704603265294,0.0685167863192275,Inf,7.89156398471595,2.98422759794018e-15
genetic gain,2 - 200,Chr,2X,2,4,CV,0.484915163313222,0.0685167863192276,Inf,7.07731914123856,1.46969809776332e-12
genetic gain,2 - 200,Peri,2X,2,4,CV,0.372948798135157,0.0685167863192273,Inf,5.44317412082854,5.23394402453523e-08
genetic gain,2 - 200,WT,2X,2,4,CV,0.41443315277163,0.0685167863192276,Inf,6.0486367653138,1.46076586911234e-09
genetic gain,2 - 200,Chr,20X,8,4,CV,-0.817376503191344,0.0685167863192277,Inf,-11.9295802839189,8.29908670950708e-33
genetic gain,2 - 200,Peri,20X,8,4,CV,-0.844745219416276,0.0685167863192276,Inf,-12.3290257000746,6.32063297582481e-35
genetic gain,2 - 200,WT,20X,8,4,CV,-0.601716775856374,0.0685167863192277,Inf,-8.78203442077544,1.6054393905328e-18
genetic gain,2 - 200,Chr,2X,8,4,CV,-0.603132482748535,0.0685167863192277,Inf,-8.80269661128691,1.33567280277029e-18
genetic gain,2 - 200,Peri,2X,8,4,CV,-0.644594434809912,0.0685167863192274,Inf,-9.40783229100492,5.06474090235197e-21
genetic gain,2 - 200,WT,2X,8,4,CV,-0.534332526425149,0.0685167863192277,Inf,-7.79856375539319,6.26157166110528e-15
genetic gain,2 - 200,Chr,20X,2,3,GW,-0.351241063811932,0.0685167863192275,Inf,-5.12635052927702,2.9541237991535e-07
genetic gain,2 - 200,Peri,20X,2,3,GW,-0.518295502830114,0.0685167863192273,Inf,-7.56450398031394,3.89347416741355e-14
genetic gain,2 - 200,WT,20X,2,3,GW,-0.484511979267393,0.0685167863192276,Inf,-7.07143468477923,1.53339975309256e-12
