response,contrast,Recombination,Map_type,QTL,H2,Repulsion,QTL_type,estimate,SE,df,z.ratio,p.value
Genetic variance,CV - GW,20X,Chr,2,2,1,DV,-0.0169451177743804,0.0062801141348427,Inf,-2.69821812319735,0.00697117470966629
Genetic variance,CV - GW,20X,Peri,2,2,1,DV,-0.0213861271830656,0.0062801141348452,Inf,-3.40537237442943,0.000660738896133278
Genetic variance,CV - GW,2X,Peri,2,2,1,DV,-0.0141958643575831,0.00628011413484597,Inf,-2.26044687290247,0.0237935301791373
Genetic variance,CV - GW,20X,WT,2,2,1,DV,-0.0129374219331617,0.00628011413484592,Inf,-2.06006159368617,0.0393926528882759
Genetic variance,CV - GW,2X,WT,2,2,1,DV,-0.0129261573274017,0.00628011413484598,Inf,-2.05826789925352,0.0395644238644877
Genetic variance,CV - GW,2X,Chr,200,2,1,DV,-0.0198264794537561,0.006280114134846,Inf,-3.15702533871899,0.00159387495457363
Genetic variance,CV - GW,20X,Peri,200,2,1,DV,-0.0276689484643627,0.00628011413484591,Inf,-4.40580344087036,1.05392500999268e-05
Genetic variance,CV - GW,2X,Peri,200,2,1,DV,-0.0194823461990741,0.00628011413484607,Inf,-3.10222804566142,0.00192069935184125
Genetic variance,CV - GW,20X,WT,200,2,1,DV,-0.0186624469352511,0.00628011413484603,Inf,-2.97167321079406,0.00296181751844469
Genetic variance,CV - GW,2X,WT,200,2,1,DV,-0.0206830450079321,0.00628011413484608,Inf,-3.29341864874229,0.000989769791626804
Genetic variance,CV - GW,20X,Chr,200,8,1,DV,-0.0266764892034362,0.00628011413484607,Inf,-4.2477713988378,2.15907534380828e-05
Genetic variance,CV - GW,2X,Chr,200,8,1,DV,-0.0234475803795532,0.00628011413484599,Inf,-3.73362328710738,0.000188744737322798
Genetic variance,CV - GW,20X,Peri,200,8,1,DV,-0.0349967289614142,0.00628011413484609,Inf,-5.57262626283016,2.5092750391338e-08
Genetic variance,CV - GW,2X,Peri,200,8,1,DV,-0.0220062011601104,0.00628011413484606,Inf,-3.50410847439953,0.000458138699523389
Genetic variance,CV - GW,20X,WT,200,8,1,DV,-0.0208218502284695,0.00628011413484609,Inf,-3.31552098917065,0.000914724716507374
Genetic variance,CV - GW,2X,WT,200,8,1,DV,-0.019198683466724,0.00628011413484608,Inf,-3.05705964167076,0.0022351979695807
Genetic variance,CV - GW,20X,Chr,2,2,2,DV,-0.126753768846792,0.00628011413484572,Inf,-20.1833543348342,1.37118152294473e-90
Genetic variance,CV - GW,2X,Chr,2,2,2,DV,-0.0848657534981454,0.00628011413484602,Inf,-13.5134094183507,1.30342427364427e-41
Genetic variance,CV - GW,20X,Peri,2,2,2,DV,-0.123141720672919,0.00628011413484603,Inf,-19.6081978812537,1.31613252595618e-85
Genetic variance,CV - GW,2X,Peri,2,2,2,DV,-0.110300486926577,0.00628011413484603,Inf,-17.5634525994616,4.69317993663261e-69
Genetic variance,CV - GW,20X,WT,2,2,2,DV,-0.0688586731338086,0.00628011413484606,Inf,-10.9645575948591,5.65765717695827e-28
